id,code,icao,city,region,runways,elev,lat,lon,desc
1158,BFD,KBFD,Bradford,US-PA,2,2143,41.8031005859375,-78.6400985717773,Bradford Regional Airport
1159,DUJ,KDUJ,Dubois,US-PA,1,1817,41.17829895,-78.8986969,DuBois Regional Airport
1160,FKL,KFKL,Franklin,US-PA,2,1540,41.3778991699,-79.8603973389,Venango Regional Airport
1161,JHW,KJHW,Jamestown,US-NY,2,1723,42.15340042,-79.25800323,Chautauqua County-Jamestown Airport
1162,PKB,KPKB,Parkersburg,US-WV,2,858,39.345100402832,-81.4392013549805,Mid Ohio Valley Regional Airport
1241,IPL,KIPL,Imperial,US-CA,2,-54,32.8342018127,-115.57900238,Imperial County Airport
1272,ALW,KALW,Walla Walla,US-WA,3,1194,46.09489822,-118.288002,Walla Walla Regional Airport
1273,EAT,KEAT,Wenatchee,US-WA,2,1249,47.3988990784,-120.207000732,Pangborn Memorial Airport
1274,PIE,KPIE,St Petersburg-Clearwater,US-FL,4,11,27.91020012,-82.68740082,St Petersburg Clearwater International Airport
1275,PUW,KPUW,Pullman/Moscow,US-WA,1,2556,46.7439002990723,-117.110000610352,Pullman Moscow Regional Airport
1276,YKM,KYKM,Yakima,US-WA,2,1099,46.56819916,-120.5439987,Yakima Air Terminal McAllister Field
1283,KTN,PAKT,Ketchikan,US-AK,2,89,55.35559845,-131.7140045,Ketchikan International Airport
1294,SCK,KSCK,Stockton,US-CA,2,33,37.8941993713379,-121.237998962402,Stockton Metropolitan Airport
1295,PGD,KPGD,Punta Gorda,US-FL,3,26,26.92020035,-81.9905014,Charlotte County Airport
1661,CDR,KCDR,Chadron,US-NE,2,3297,42.837600708,-103.095001221,Chadron Municipal Airport
1768,ATT,none,Atmautluak,US-AK,1,17,60.8666992188,-162.272994995,Atmautluak Airport
1769,KOZ,none,Ouzinkie,US-AK,1,55,57.9229011536,-152.50100708,Ouzinkie Airport
1770,CHU,PACH,Chuathbaluk,US-AK,1,244,61.57910156,-159.2160034,Chuathbaluk Airport
1771,KLL,none,Levelock,US-AK,1,39,59.1281013489,-156.85899353,Levelock Airport
1772,WTL,none,Tuntutuliak,US-AK,1,16,60.3353004456,-162.667007446,Tuntutuliak Airport
2024,GNU,none,Goodnews,US-AK,1,18,59.117401123,-161.57699585,Goodnews Airport
2048,HKB,PAHV,Healy,US-AK,1,1180,63.9958,-144.6926,Healy River Airport
2073,BLV,KBLV,Belleville,US-IL,2,459,38.54520035,-89.83519745,Scott AFB/Midamerica Airport
2074,CGI,KCGI,Cape Girardeau,US-MO,2,342,37.2252998352051,-89.57080078125,Cape Girardeau Regional Airport
2075,CKB,KCKB,Clarksburg,US-WV,1,1217,39.2966003418,-80.2281036377,North Central West Virginia Airport
2076,CNM,KCNM,Carlsbad,US-NM,4,3295,32.3375015258789,-104.263000488281,Cavern City Air Terminal
2077,ELD,KELD,El Dorado,US-AR,3,277,33.2210006713867,-92.8133010864258,South Arkansas Regional At Goodwin Field
2078,EWB,KEWB,New Bedford,US-MA,2,80,41.6761016845703,-70.956901550293,New Bedford Regional Airport
2079,GCN,KGCN,Grand Canyon,US-AZ,1,6609,35.9524002075195,-112.147003173828,Grand Canyon National Park Airport
2080,GDV,KGDV,Glendive,US-MT,2,2458,47.13869858,-104.8069992,Dawson Community Airport
2081,GGW,KGGW,Glasgow,US-MT,2,2296,48.2125015258789,-106.61499786377,Wokal Field Glasgow International Airport
2082,GLH,KGLH,Greenville,US-MS,2,131,33.4828987121582,-90.9856033325195,Mid Delta Regional Airport
2083,HON,KHON,Huron,US-SD,2,1289,44.3852005004883,-98.2285003662109,Huron Regional Airport
2084,HOT,KHOT,Hot Springs,US-AR,2,540,34.4780006408691,-93.0961990356445,Memorial Field
2085,HTS,KHTS,Huntington,US-WV,2,828,38.36669922,-82.55799866,Tri-State/Milton J. Ferguson Field
2086,HVR,KHVR,Havre,US-MT,2,2591,48.54299927,-109.762001,Havre City County Airport
2087,IRK,KIRK,Kirksville,US-MO,2,966,40.0934982299805,-92.5448989868164,Kirksville Regional Airport
2088,JBR,KJBR,Jonesboro,US-AR,2,262,35.8316993713379,-90.6464004516602,Jonesboro Municipal Airport
2089,LAM,KLAM,Los Alamos,US-NM,1,7171,35.8797988892,-106.268997192,Los Alamos Airport
2090,LCK,KLCK,Columbus,US-OH,3,744,39.8138008118,-82.9278030396,Rickenbacker International Airport
2091,LUK,KLUK,Cincinnati,US-OH,3,483,39.10329819,-84.41860199,Cincinnati Municipal Airport Lunken Field
2092,LYH,KLYH,Lynchburg,US-VA,2,938,37.3266983032227,-79.2004013061523,Lynchburg Regional Preston Glenn Field
2093,MBL,KMBL,Manistee,US-MI,2,621,44.2723999,-86.24690247,Manistee Co Blacker Airport
2094,MMU,KMMU,Morristown,US-NJ,2,187,40.7994003295898,-74.4149017333984,Morristown Municipal Airport
2095,MSS,KMSS,Massena,US-NY,2,215,44.9357986450195,-74.8455963134766,Massena International Richards Field
2096,MWA,KMWA,Marion,US-IL,2,472,37.75500107,-89.01110077,Williamson County Regional Airport
2097,OGS,KOGS,Ogdensburg,US-NY,1,297,44.6819000244,-75.4654998779,Ogdensburg International Airport
2098,OLF,KOLF,Wolf Point,US-MT,1,1986,48.0945014954,-105.574996948,L M Clayton Airport
2099,OWB,KOWB,Owensboro,US-KY,2,407,37.74010086,-87.16680145,Owensboro Daviess County Airport
2100,PDT,KPDT,Pendleton,US-OR,3,1497,45.695098877,-118.841003418,Eastern Oregon Regional At Pendleton Airport
2101,PGV,KPGV,Greenville,US-NC,3,26,35.6352005,-77.38529968,Pitt Greenville Airport
2102,PSM,KPSM,Portsmouth,US-NH,1,100,43.0778999329,-70.8233032227,Portsmouth International at Pease Airport
2103,SDY,KSDY,Sidney,US-MT,2,1985,47.70690155,-104.1930008,Sidney Richland Municipal Airport
2104,TBN,KTBN,Fort Leonard Wood,US-MO,1,1159,37.74160004,-92.14070129,Waynesville-St. Robert Regional Forney field
2105,TEB,KTEB,Teterboro,US-NJ,2,9,40.8501014709,-74.060798645,Teterboro Airport
2106,TVF,KTVF,Thief River Falls,US-MN,2,1119,48.06570053,-96.18499756,Thief River Falls Regional Airport
2107,UIN,KUIN,Quincy,US-IL,3,768,39.94269943,-91.19460297,Quincy Regional Baldwin Field
2108,WRL,KWRL,Worland,US-WY,3,4227,43.9656982421875,-107.950996398926,Worland Municipal Airport
2109,YNG,KYNG,Youngstown/Warren,US-OH,3,1192,41.26070023,-80.67910004,Youngstown Warren Regional Airport
2313,ORI,none,Port Lions,US-AK,1,52,57.8853988647461,-152.845993041992,Port Lions Airport
2320,BTI,PABA,Barter Island Lrrs,US-AK,1,2,70.1340026855,-143.582000732,Barter Island LRRS Airport
2321,BKC,PABL,Buckland,US-AK,1,31,65.9815979004,-161.149002075,Buckland Airport
2322,BTT,PABT,Bettles,US-AK,1,647,66.91390228,-151.529007,Bettles Airport
2323,CEM,PACE,Central,US-AK,1,937,65.57379913,-144.7830048,Central Airport
2324,CIK,PACI,Chalkyitsik,US-AK,1,544,66.6449966431,-143.740005493,Chalkyitsik Airport
2325,CYF,PACK,Chefornak,US-AK,1,40,60.1492004395,-164.285995483,Chefornak Airport
2326,DRG,PADE,Deering,US-AK,2,21,66.0696029663,-162.76600647,Deering Airport
2327,MLL,PADM,Marshall,US-AK,1,103,61.8642997742,-162.026000977,Marshall Don Hunter Sr Airport
2328,KKH,PADY,Kongiganak,US-AK,1,30,59.9608001709,-162.880996704,Kongiganak Airport
2329,EEK,PAEE,Eek,US-AK,1,12,60.21367264,-162.0438843,Eek Airport
2330,EMK,PAEM,Emmonak,US-AK,1,13,62.78609848,-164.4909973,Emmonak Airport
2331,ABL,PAFM,Ambler,US-AK,2,334,67.106300354,-157.856994629,Ambler Airport
2332,GAL,PAGA,Galena,US-AK,2,153,64.73619843,-156.9369965,Edward G. Pitka Sr Airport
2333,GLV,PAGL,Golovin,US-AK,1,59,64.5504989624,-163.007003784,Golovin Airport
2334,GAM,PAGM,Gambell,US-AK,1,27,63.7667999267578,-171.733001708984,Gambell Airport
2335,GST,PAGS,Gustavus,US-AK,2,35,58.4253006,-135.7070007,Gustavus Airport
2336,SGY,PAGY,Skagway,US-AK,1,44,59.4600982666016,-135.315994262695,Skagway Airport
2337,HCR,PAHC,Holy Cross,US-AK,1,70,62.1883010864258,-159.774993896484,Holy Cross Airport
2338,HNS,PAHN,Haines,US-AK,1,15,59.2438011169434,-135.524002075195,Haines Airport
2339,HPB,PAHP,Hooper Bay,US-AK,1,13,61.52389908,-166.1470032,Hooper Bay Airport
2340,SHX,PAHX,Shageluk,US-AK,2,79,62.6922988892,-159.569000244,Shageluk Airport
2341,IAN,PAIK,Kiana,US-AK,1,166,66.9759979248,-160.43699646,Bob Baker Memorial Airport
2342,WAA,PAIW,Wales,US-AK,1,22,65.6225967407,-168.095001221,Wales Airport
2343,KFP,PAKF,False Pass,US-AK,1,20,54.8474006652832,-163.410003662109,False Pass Airport
2344,AKK,PAKH,Akhiok,US-AK,1,44,56.9387016296,-154.182998657,Akhiok Airport
2345,KPN,PAKI,Kipnuk,US-AK,1,11,59.9329986572,-164.031005859,Kipnuk Airport
2346,KKA,PAKK,Koyuk,US-AK,1,154,64.9394989014,-161.154006958,Koyuk Alfred Adams Airport
2347,AKP,PAKP,Anaktuvuk Pass,US-AK,1,2102,68.13359833,-151.7429962,Anaktuvuk Pass Airport
2348,KLW,PAKW,Klawock,US-AK,1,80,55.5792007446,-133.076004028,Klawock Airport
2349,KLN,PALB,Larsen Bay,US-AK,1,87,57.5350990295,-153.977996826,Larsen Bay Airport
2350,KLG,PALG,Kalskag,US-AK,1,55,61.5363006591797,-160.341003417969,Kalskag Airport
2351,SMK,PAMK,St Michael,US-AK,1,98,63.49010086,-162.1100006,St Michael Airport
2352,MLY,PAML,Manley Hot Springs,US-AK,1,270,64.9975967407,-150.643997192,Manley Hot Springs Airport
2353,MOU,PAMO,Mountain Village,US-AK,1,337,62.095401763916,-163.682006835938,Mountain Village Airport
2354,WNA,PANA,Napakiak,US-AK,1,17,60.690299987793,-161.97900390625,Napakiak Airport
2355,HNH,PAOH,Hoonah,US-AK,1,19,58.0960998535156,-135.410003662109,Hoonah Airport
2356,OOK,PAOO,Toksook Bay,US-AK,1,59,60.54140091,-165.0870056,Toksook Bay Airport
2357,PSG,PAPG,Petersburg,US-AK,1,111,56.80170059,-132.9450073,Petersburg James A Johnson Airport
2358,PIP,PAPN,Pilot Point,US-AK,1,57,57.5803985596,-157.572006226,Pilot Point Airport
2359,PHO,PAPO,Point Hope,US-AK,1,12,68.3488006591797,-166.79899597168,Point Hope Airport
2360,KWN,PAQH,Quinhagak,US-AK,1,42,59.75510025,-161.8450012,Quinhagak Airport
2361,NUI,PAQT,Nuiqsut,US-AK,1,38,70.2099990845,-151.005996704,Nuiqsut Airport
2362,RBY,PARY,Ruby,US-AK,1,658,64.72720337,-155.4700012,Ruby Airport
2363,SVA,PASA,Savoonga,US-AK,1,53,63.6864013671875,-170.49299621582,Savoonga Airport
2364,SHH,PASH,Shishmaref,US-AK,1,12,66.2496032714844,-166.089004516602,Shishmaref Airport
2365,SIT,PASI,Sitka,US-AK,1,21,57.0471000671387,-135.361999511719,Sitka Rocky Gutierrez Airport
2366,WLK,PASK,Selawik,US-AK,2,17,66.60009766,-159.9859924,Selawik Airport
2367,TAL,PATA,Tanana,US-AK,1,236,65.1744003296,-152.10899353,Ralph M Calhoun Memorial Airport
2368,TNC,PATC,Tin City,US-AK,1,271,65.56310272,-167.9219971,Tin City Long Range Radar Station Airport
2369,TLA,PATE,Teller,US-AK,1,294,65.2404022217,-166.339004517,Teller Airport
2370,ATK,PATQ,Atqasuk,US-AK,1,96,70.4673004150391,-157.436004638672,Atqasuk Edward Burnell Sr Memorial Airport
2371,VAK,PAVA,Chevak,US-AK,2,75,61.5409,-165.6005,Chevak Airport
2372,KVC,PAVC,King Cove,US-AK,1,155,55.1162986755371,-162.266006469727,King Cove Airport
2373,KVL,PAVL,Kivalina,US-AK,1,13,67.736198425293,-164.563003540039,Kivalina Airport
2374,WBQ,PAWB,Beaver,US-AK,1,359,66.362197876,-147.406997681,Beaver Airport
2375,WRG,PAWG,Wrangell,US-AK,1,49,56.48429871,-132.3699951,Wrangell Airport
2376,AIN,PAWI,Wainwright,US-AK,1,41,70.6380004883,-159.994995117,Wainwright Airport
2377,WMO,PAWM,White Mountain,US-AK,1,267,64.689201355,-163.412994385,White Mountain Airport
2378,WTK,PAWN,Noatak,US-AK,1,88,67.5661010742188,-162.975006103516,Noatak Airport
2379,YAK,PAYA,Yakutat,US-AK,2,33,59.5032997131,-139.660003662,Yakutat Airport
2380,AET,PFAL,Allakaket,US-AK,1,441,66.5518035889,-152.621994019,Allakaket Airport
2381,ELI,PFEL,Elim,US-AK,1,162,64.61470032,-162.2720032,Elim Airport
2382,KUK,PFKA,Kasigluk,US-AK,1,48,60.87440109,-162.5240021,Kasigluk Airport
2383,KOT,PFKO,Kotlik,US-AK,1,15,63.0306015015,-163.533004761,Kotlik Airport
2384,KTS,PFKT,Brevig Mission,US-AK,2,38,65.3312988281,-166.466003418,Brevig Mission Airport
2385,KWT,PFKW,Kwethluk,US-AK,1,25,60.7902984619,-161.444000244,Kwethluk Airport
2386,ORV,PFNO,Noorvik,US-AK,1,55,66.81790161,-161.0189972,Robert (Bob) Curtis Memorial Airport
2387,SKK,PFSH,Shaktoolik,US-AK,1,24,64.37110138,-161.223999,Shaktoolik Airport
2388,WSN,PFWS,South Naknek,US-AK,2,162,58.7033996582,-157.007995605,South Naknek Nr 2 Airport
2389,FYU,PFYU,Fort Yukon,US-AK,1,433,66.5715026855469,-145.25,Fort Yukon Airport
2393,HNM,PHHN,Hana,US-HI,1,78,20.7956008911133,-156.014007568359,Hana Airport
2394,MUE,PHMU,Kamuela,US-HI,1,2671,20.0013008117676,-155.667999267578,Waimea Kohala Airport
2396,PIZ,PPIZ,Point Lay,US-AK,1,22,69.73290253,-163.0050049,Point Lay LRRS Airport
2420,RMP,none,Rampart,US-AK,1,302,65.5078964233398,-150.141006469727,Rampart Airport
2601,SVS,none,Stevens Village,US-AK,1,329,66.0090026855,-149.095993042,Stevens Village Airport
2616,SXP,none,Sheldon Point,US-AK,1,12,62.5205993652344,-164.848007202148,Sheldon Point Airport
2618,TCT,PPCT,Takotna,US-AK,1,423,62.9926986694,-156.067993164,Takotna Airport
2621,TLT,none,Tuluksak,US-AK,1,30,61.0968017578,-160.968994141,Tuluksak Airport
2874,WBB,none,Stebbins,US-AK,1,19,63.5159988403,-162.277999878,Stebbins Airport
2934,KBC,none,Birch Creek,US-AK,1,450,66.2740020752,-145.824005127,Birch Creek Airport
2983,TLJ,PATL,Takotna,US-AK,1,964,62.8944015503,-155.977005005,Tatalina LRRS Airport
2984,IGG,PAIG,Igiugig,US-AK,1,90,59.3240013122559,-155.901992797852,Igiugig Airport
2985,CKD,none,Crooked Creek,US-AK,1,178,61.8679008484,-158.134994507,Crooked Creek Airport
2987,RDV,none,Red Devil,US-AK,1,180,61.7881011963,-157.350006104,Red Devil Airport
2993,SLQ,PASL,Sleetmute,US-AK,1,190,61.7005004883,-157.166000366,Sleetmute Airport
2994,NUP,PPIT,Nunapitchuk,US-AK,1,12,60.9057998657,-162.438995361,Nunapitchuk Airport
2995,MNT,none,Minto,US-AK,1,499,65.143699646,-149.369995117,Minto Al Wright Airport
2996,IRC,PACR,Circle,US-AK,1,613,65.83049774,-144.076004,Circle City /New/ Airport
2998,KYK,PAKY,Karluk,US-AK,1,137,57.5671005249,-154.449996948,Karluk Airport
3003,UGB,none,Pilot Point,US-AK,1,132,57.4253997803,-157.740005493,Ugashik Bay Airport
3004,MYU,PAMY,Mekoryuk,US-AK,1,48,60.3713989257812,-166.27099609375,Mekoryuk Airport
3005,TNK,none,Tununak,US-AK,1,14,60.5755004882812,-165.272003173828,Tununak Airport
3006,NME,PAGT,Nightmute,US-AK,1,4,60.4710006713867,-164.70100402832,Nightmute Airport
3007,PTU,PAPM,Platinum,US-AK,2,15,59.0113983154297,-161.820007324219,Platinum Airport
3008,RSH,PARS,Russian Mission,US-AK,2,51,61.7788848876953,-161.319458007812,Russian Mission Airport
3009,PQS,none,Pilot Station,US-AK,1,305,61.9346008300781,-162.899993896484,Pilot Station Airport
3011,PKA,PAPK,Napaskiak,US-AK,2,24,60.70289993,-161.7779999,Napaskiak Airport
3012,EGX,PAII,Egegik,US-AK,2,92,58.1855010986,-157.375,Egegik Airport
3013,WWT,PAEW,Newtok,US-AK,1,25,60.9390983581543,-164.641006469727,Newtok Airport
3014,PTH,PAPH,Port Heiden,US-AK,2,95,56.959098815918,-158.632995605469,Port Heiden Airport
3019,UST,KSGJ,St Augustine,US-FL,3,9,29.9591999053955,-81.3397979736328,Northeast Florida Regional Airport
3028,LMA,PAMH,Minchumina,US-AK,1,681,63.8860015869141,-152.302001953125,Minchumina Airport
3046,OGD,KOGD,Ogden,US-UT,3,4472,41.1958999633789,-112.012001037598,Ogden Hinckley Airport
3066,AKI,PFAK,Akiak,US-AK,1,30,60.9029006958,-161.231002808,Akiak Airport
3069,ANV,PANV,Anvik,US-AK,1,291,62.64670181,-160.1909943,Anvik Airport
3071,AUK,PAUK,Alakanuk,US-AK,1,10,62.6800422668,-164.659927368,Alakanuk Airport
3114,KAL,PAKV,Kaltag,US-AK,1,181,64.31909943,-158.7409973,Kaltag Airport
3122,KWK,PAGG,Kwigillingok,US-AK,1,18,59.8764991760254,-163.169006347656,Kwigillingok Airport
3133,NIB,PAFS,Nikolai,US-AK,1,441,63.0186004638672,-154.358001708984,Nikolai Airport
3166,VEE,PAVE,Venetie,US-AK,1,574,67.0086975098,-146.365997314,Venetie Airport
3178,TOG,PATG,Togiak Village,US-AK,2,21,59.0527992248535,-160.397003173828,Togiak Airport
3203,NLG,PAOU,Nelson Lagoon,US-AK,1,14,56.0074996948242,-161.160003662109,Nelson Lagoon Airport
3207,KGX,PAGX,Grayling,US-AK,1,137,62.8945999146,-160.065002441,Grayling Airport
3208,KAE,PAFE,Kake,US-AK,1,171,56.9613990784,-133.910003662,Kake Airport
3220,ARC,PARC,Arctic Village,US-AK,1,2092,68.1147003173828,-145.578994750977,Arctic Village Airport
3236,OLH,none,Old Harbor,US-AK,1,55,57.2181015014648,-153.270004272461,Old Harbor Airport
3256,SHG,PAGH,Shungnak,US-AK,1,197,66.8880996704102,-157.162002563477,Shungnak Airport
3257,OBU,PAOB,Kobuk,US-AK,1,137,66.9123001099,-156.897003174,Kobuk Airport
3258,SCM,PACM,Scammon Bay,US-AK,1,14,61.8452987671,-165.570999146,Scammon Bay Airport
3259,SWO,KSWO,Stillwater,US-OK,3,1000,36.1612014770508,-97.0857009887695,Stillwater Regional Airport
3271,INT,KINT,Winston Salem,US-NC,2,969,36.1337013244629,-80.2220001220703,Smith Reynolds Airport
3272,APA,KAPA,Denver,US-CO,3,5885,39.57009888,-104.848999,Centennial Airport
3273,USA,KJQF,Concord,US-NC,1,705,35.3877983093262,-80.709098815918,Concord Regional Airport
3282,VRB,KVRB,Vero Beach,US-FL,3,24,27.6555995941162,-80.4179000854492,Vero Beach Municipal Airport
3283,SUN,KSUN,Hailey,US-ID,1,5318,43.50439835,-114.2959976,Friedman Memorial Airport
3284,BID,KBID,Block Island,US-RI,1,108,41.1680984497,-71.577796936,Block Island State Airport
3285,DVL,KDVL,Devils Lake,US-ND,2,1456,48.11420059,-98.90879822,Devils Lake Regional Airport
3286,JMS,KJMS,Jamestown,US-ND,2,1500,46.92969894,-98.67819977,Jamestown Regional Airport
3287,HYS,KHYS,Hays,US-KS,2,1999,38.84220123,-99.27320099,Hays Regional Airport
3288,MCW,KMCW,Mason City,US-IA,2,1213,43.1577987671,-93.3312988281,Mason City Municipal Airport
3306,CVN,KCVN,Clovis,US-NM,3,4216,34.4250984192,-103.07900238,Clovis Municipal Airport
3313,AFW,KAFW,Fort Worth,US-TX,2,722,32.9875984192,-97.3188018799,Fort Worth Alliance Airport
3314,IWD,KIWD,Ironwood,US-MI,1,1230,46.5275001526,-90.131401062,Gogebic Iron County Airport
3323,TEX,KTEX,Telluride,US-CO,1,9069,37.9538002,-107.9079971,Telluride Regional Airport
3326,FOD,KFOD,Fort Dodge,US-IA,2,1156,42.55149841,-94.19259644,Fort Dodge Regional Airport
3347,IFP,KIFP,Bullhead City,US-AZ,1,698,35.15739822,-114.5599976,Laughlin Bullhead International Airport
3401,EKA,KEKA,Eureka,US-CA,1,7,40.8033981323,-124.112998962,Murray Field
3416,DRT,KDRT,Del Rio,US-TX,1,1002,29.3742008209,-100.927001953,Del Rio International Airport
3426,PAE,KPAE,Everett,US-WA,3,607,47.90629959,-122.2819977,Snohomish County (Paine Field) Airport
3439,BFM,KBFM,Mobile,US-AL,2,26,30.6268005371,-88.0680999756,Mobile Downtown Airport
3484,VCV,KVCV,Victorville,US-CA,2,2885,34.5974998474,-117.383003235,Southern California Logistics Airport
